f.genres,f.movieid,m.title,average_rating
Drama|Mystery,254178,lamb,5.0
Drama|Mystery,3105,awakenings,5.0
Drama|Mystery,33171,mysterious skin,4.85
Drama|Mystery,61167,henry poole is here,4.5
Drama|Mystery,135288,mr. holmes,4.44
Drama|Mystery,1950,in the heat of the night,4.0
Drama|Mystery,71108,"white ribbon, the",4.0
Drama|Mystery,126931,girl with hyacinths,4.0
Drama|Mystery,3068,"verdict, the",4.0
Drama|Mystery,55094,in the valley of elah,4.0
Drama|Mystery,3788,blow-up,4.0
Drama|Mystery,64575,doubt,4.0
Drama|Mystery,112689,miss violence,4.0
Drama|Mystery,1131,jean de florette,4.0
Drama|Mystery,188623,burning,3.75
Drama|Mystery,3801,anatomy of a murder,3.5
Drama|Mystery,81669,"castle, the",3.5
Drama|Mystery,201236,rosaura at 10 o'clock,3.5
Drama|Mystery,923,citizen kane,3.13
Drama|Mystery,1354,breaking the waves,3.0
Drama|Mystery,69118,in the electric mist,3.0
Drama|Mystery,3730,"conversation, the",2.78
Drama|Mystery,180451,sicilian ghost story,2.5
Drama|Mystery,208747,the good liar,2.5
Drama|Mystery,276047,where the crawdads sing,1.0
Drama|Mystery,54962,"nines, the",1.0
Drama|Mystery|Romance,7068,last year at marienbad,4.5
Drama|Mystery|Romance,146329,the master and margarita,4.5
Drama|Mystery|Romance,123,chungking express,4.09
Drama|Mystery|Romance,242640,so long at the fair,3.5
Drama|Mystery|Romance,8195,"avventura, l'",3.5
Drama|Mystery|Romance|Thriller,903,vertigo,4.53
Drama|Mystery|Romance|Thriller,1597,conspiracy theory,4.5
Drama|Mystery|Romance|Thriller,928,rebecca,4.0
Drama|Mystery|Romance|Thriller,2181,marnie,3.79
Drama|Mystery|Romance|Thriller,176561,"sister, sister",3.5
Drama|Mystery|Romance|Thriller,427,boxing helena,3.0
Drama|Mystery|Romance|War,27721,"very long engagement, a",5.0
Drama|Mystery|Sci-Fi,3503,solaris,4.33
Drama|Mystery|Sci-Fi,94799,sound of my voice,4.0
Drama|Mystery|Sci-Fi,1232,stalker,3.83
Drama|Mystery|Sci-Fi,26554,"quiet earth, the",3.0
Drama|Mystery|Sci-Fi|Thriller,113741,coherence,4.48
Drama|Mystery|Sci-Fi|Thriller,68237,moon,4.46
Drama|Mystery|Sci-Fi|Thriller,48780,"prestige, the",4.45
Drama|Mystery|Sci-Fi|Thriller,4878,donnie darko,4.32
Drama|Mystery|Sci-Fi|Thriller,2009,soylent green,4.25
Drama|Mystery|Sci-Fi|Thriller,8870,"forgotten, the",3.5
Drama|Mystery|Sci-Fi|Thriller,27788,"jacket, the",3.17
Drama|Mystery|Sci-Fi|Thriller,196997,black mirror: bandersnatch,3.07
Drama|Mystery|Thriller,2208,"lady vanishes, the",5.0
Drama|Mystery|Thriller,4978,lantana,4.5
Drama|Mystery|Thriller,281556,god's crooked lines,4.5
Drama|Mystery|Thriller,7371,dogville,4.34
Drama|Mystery|Thriller,104879,prisoners,4.23
Drama|Mystery|Thriller,49932,inland empire,4.15
Drama|Mystery|Thriller,1645,the devil's advocate,4.07
Drama|Mystery|Thriller,2505,8mm,4.06
Drama|Mystery|Thriller,2712,eyes wide shut,4.03
Drama|Mystery|Thriller,84601,unknown,4.0
Drama|Mystery|Thriller,965,"39 steps, the",4.0
Drama|Mystery|Thriller,8702,dream lover,4.0
Drama|Mystery|Thriller,1625,"game, the",3.86
Drama|Mystery|Thriller,3386,jfk,3.8
Drama|Mystery|Thriller,2076,blue velvet,3.74
Drama|Mystery|Thriller,8950,the machinist,3.5
Drama|Mystery|Thriller,51086,"number 23, the",3.5
Drama|Mystery|Thriller,120775,night train,3.5
Drama|Mystery|Thriller,141702,drishyam,3.5
Drama|Mystery|Thriller,74458,shutter island,3.43
Drama|Mystery|Thriller,45447,"da vinci code, the",3.31
Drama|Mystery|Thriller,5008,witness for the prosecution,3.17
Drama|Mystery|Thriller,3176,"talented mr. ripley, the",3.14
Drama|Mystery|Thriller,74545,"ghost writer, the",2.81
Drama|Mystery|Thriller,193779,we have always lived in the castle,2.5
Drama|Mystery|Thriller,279594,luckiest girl alive,2.5
Drama|Mystery|Thriller,80844,lake mungo,2.33
Drama|Mystery|Thriller,36276,hidden,2.0
Drama|Mystery|Thriller,246224,the education of fredrick fitzell,1.0
Drama|Mystery|War,86781,incendies,2.83
Drama|Mystery|Western,714,dead man,5.0
Drama|Romance,3330,splendor in the grass,5.0
Drama|Romance,1916,buffalo '66,5.0
Drama|Romance,247252,caught by a wave,5.0
Drama|Romance,534,shadowlands,5.0
Drama|Romance,161908,plum blossom,5.0
Drama|Romance,5066,"walk to remember, a",5.0
Drama|Romance,2894,romance,5.0
Drama|Romance,116855,the way he looks,5.0
Drama|Romance,70567,adam,5.0
Drama|Romance,48696,little children,5.0
Drama|Romance,42783,shadows of our forgotten ancestors,5.0
Drama|Romance,27727,head-on,5.0
Drama|Romance,5225,and your mother too,5.0
Drama|Romance,59440,bella,5.0
Drama|Romance,9010,love me if you dare,5.0
Drama|Romance,202749,portrait of a lady on fire,4.92
Drama|Romance,168492,call me by your name,4.88
Drama|Romance,4014,chocolat,4.81
Drama|Romance,1357,shine,4.75
Drama|Romance,209315,little women,4.71
Drama|Romance,17,sense and sensibility,4.5
Drama|Romance,88179,one day,4.5
Drama|Romance,209193,marriage is a crazy thing,4.5
Drama|Romance,55286,things we lost in the fire,4.5
Drama|Romance,1393,jerry maguire,4.5
Drama|Romance,226548,empire of lust,4.5
Drama|Romance,187129,"good bye, till tomorrow",4.5
Drama|Romance,605,one fine day,4.5
Drama|Romance,1226,"quiet man, the",4.5
Drama|Romance,1757,fallen angels,4.5
Drama|Romance,2020,dangerous liaisons,4.5
Drama|Romance,2607,get real,4.5
Drama|Romance,33660,cinderella man,4.5
Drama|Romance,71579,"education, an",4.5
Drama|Romance,78039,blue valentine,4.5
Drama|Romance,94931,take this waltz,4.5
Drama|Romance,127108,brooklyn,4.5
Drama|Romance,198147,five feet apart,4.43
Drama|Romance,912,casablanca,4.39
Drama|Romance,1704,good will hunting,4.37
Drama|Romance,111921,the fault in our stars,4.37
Drama|Romance,117176,the theory of everything,4.35
Drama|Romance,65130,revolutionary road,4.3
Drama|Romance,1059,william shakespeare's romeo + juliet,4.25
Drama|Romance,2729,lolita,4.2
Drama|Romance,40629,pride & prejudice,4.2
Drama|Romance,25,leaving las vegas,4.19
Drama|Romance,152017,me before you,4.17
Drama|Romance,5791,frida,4.06
Drama|Romance,4995,"beautiful mind, a",4.03
Drama|Romance,39183,brokeback mountain,4.03
Drama|Romance,91079,like crazy,4.0
Drama|Romance,222561,chemical hearts,4.0
Drama|Romance,3360,hoosiers,4.0
Drama|Romance,59018,"visitor, the",4.0
Drama|Romance,51471,amazing grace,4.0
Drama|Romance,802,phenomenon,4.0
Drama|Romance,1296,"room with a view, a",4.0
Drama|Romance,191739,a man and a woman,4.0
Drama|Romance,125916,fifty shades of grey,4.0
Drama|Romance,183589,fifty shades freed,4.0
Drama|Romance,249,immortal beloved,4.0
Drama|Romance,107883,the lunchbox,4.0
Drama|Romance,143237,freeheld,4.0
Drama|Romance,3094,maurice,4.0
Drama|Romance,3707,9 1/2 weeks,4.0
Drama|Romance,3983,you can count on me,4.0
Drama|Romance,4144,in the mood for love,4.0
Drama|Romance,4920,"now, voyager",4.0
Drama|Romance,265446,"paris, 13th district",4.0
Drama|Romance,186447,the sweet sex and love,4.0
Drama|Romance,105355,blue is the warmest color,4.0
Drama|Romance,185109,disobedience,4.0
Drama|Romance,44929,candy,4.0
Drama|Romance,181315,phantom thread,4.0
Drama|Romance,168712,fifty shades darker,4.0
Drama|Romance,1721,titanic,3.97
Drama|Romance,2927,brief encounter,3.9
Drama|Romance,100714,before midnight,3.88
Drama|Romance,8533,"notebook, the",3.86
Drama|Romance,2858,american beauty,3.83
Drama|Romance,72011,up in the air,3.81
Drama|Romance,3556,"virgin suicides, the",3.76
Drama|Romance,7154,mona lisa smile,3.67
Drama|Romance,1305,"paris, texas",3.67
Drama|Romance,192385,a star is born,3.67
Drama|Romance,49772,"painted veil, the",3.64
Drama|Romance,8638,before sunset,3.64
Drama|Romance,53835,journey to italy,3.6
Drama|Romance,83302,last night,3.6
Drama|Romance,80100,camila,3.5
Drama|Romance,515,"remains of the day, the",3.5
Drama|Romance,715,"horseman on the roof, the",3.5
Drama|Romance,1611,my own private idaho,3.5
Drama|Romance,4041,"officer and a gentleman, an",3.5
Drama|Romance,5878,talk to her,3.5
Drama|Romance,7042,betty blue,3.5
Drama|Romance,7942,summer with monika,3.5
Drama|Romance,26520,full moon in paris,3.5
Drama|Romance,32799,maidens in uniform,3.5
Drama|Romance,50253,david and bathsheba,3.5
Drama|Romance,71902,spread,3.5
Drama|Romance,95197,bel ami,3.5
Drama|Romance,186311,the guernsey literary and potato peel pie society,3.5
Drama|Romance,216531,dear dakanda,3.5
Drama|Romance,218619,brother of the year,3.5
Drama|Romance,233911,farewell meu amor,3.5
Drama|Romance,1959,out of africa,3.5
Drama|Romance,2704,"lovers on the bridge, the",3.5
Drama|Romance,3978,"legend of bagger vance, the",3.5
Drama|Romance,4259,"luzhin defence, the",3.5
Drama|Romance,271927,unloved,3.5
Drama|Romance,5236,"tale of springtime, a",3.5
Drama|Romance,7008,last tango in paris,3.5
Drama|Romance,157176,a storm in the stars,3.5
Drama|Romance,43497,love in the afternoon,3.5
Drama|Romance,59549,shelter,3.5
Drama|Romance,68269,"young victoria, the",3.5
Drama|Romance,181243,one summer of happiness,3.5
Drama|Romance,88135,"kind of loving, a",3.5
Drama|Romance,96911,"royal affair, a",3.5
Drama|Romance,1680,sliding doors,3.47
Drama|Romance,215,before sunrise,3.46
Drama|Romance,8981,closer,3.19
Drama|Romance,41571,memoirs of a geisha,3.17
Drama|Romance,96821,"perks of being a wallflower, the",3.13
Drama|Romance,1046,beautiful thing,3.0
Drama|Romance,40738,summer interlude,3.0
Drama|Romance,8496,"panic in needle park, the",3.0
Drama|Romance,7010,"lover, the",3.0
Drama|Romance,231159,the pleasure of love in iran,3.0
Drama|Romance,974,algiers,3.0
Drama|Romance,133645,carol,3.0
Drama|Romance,1820,"proposition, the",3.0
Drama|Romance,58154,"other boleyn girl, the",3.0
Drama|Romance,171437,quo vadis,3.0
Drama|Romance,173465,the last day of summer,3.0
Drama|Romance,34552,"girl in the café, the",3.0
Drama|Romance,6644,"green ray, the",3.0
Drama|Romance,4061,the man in the moon,3.0
Drama|Romance,2025,lolita,3.0
Drama|Romance,51884,"namesake, the",3.0
Drama|Romance,70871,"day in the country, a",3.0
Drama|Romance,69856,mélo,3.0
Drama|Romance,902,breakfast at tiffany's,2.8
Drama|Romance,509,"piano, the",2.75
Drama|Romance,86548,water for elephants,2.61
Drama|Romance,2269,indecent proposal,2.5
Drama|Romance,2906,random hearts,2.5
Drama|Romance,91199,weekend,2.5
Drama|Romance,25993,magnificent obsession,2.5
Drama|Romance,105,"bridges of madison county, the",2.0
Drama|Romance,47382,step up,2.0
Drama|Romance,5812,far from heaven,2.0
Drama|Romance,8838,alice doesn't live here anymore,2.0
Drama|Romance,80551,eat pray love,1.5
Drama|Romance,33585,9 songs,1.5
Drama|Romance,78316,letters to juliet,1.0
Drama|Romance,5015,monster's ball,1.0
Drama|Romance,77414,"last song, the",1.0
Drama|Romance,185385,midnight sun,1.0
Drama|Romance|Sci-Fi,7361,eternal sunshine of the spotless mind,4.62
Drama|Romance|Sci-Fi,106920,her,4.2
Drama|Romance|Sci-Fi,3156,bicentennial man,4.08
Drama|Romance|Sci-Fi,4626,miracle mile,4.0
Drama|Romance|Sci-Fi,80969,never let me go,3.82
Drama|Romance|Sci-Fi,214951,only,3.0
Drama|Romance|Sci-Fi,5881,solaris,2.75
Drama|Romance|Thriller,6927,"human stain, the",5.0
Drama|Romance|Thriller,3257,"bodyguard, the",5.0
Drama|Romance|Thriller,44555,"lives of others, the",4.57
Drama|Romance|Thriller,8836,wicker park,4.5
Drama|Romance|Thriller,158783,the handmaiden,4.09
Drama|Romance|Thriller,5276,crimes of passion,3.5
Drama|Romance|Thriller,1674,witness,3.0
Drama|Romance|Thriller,4699,original sin,3.0
Drama|Romance|War,5373,"cranes are flying, the",5.0
Drama|Romance|War,2067,doctor zhivago,4.5
Drama|Romance|War,920,gone with the wind,4.5
Drama|Romance|War,1183,"english patient, the",4.5
Drama|Romance|War,2730,barry lyndon,4.23
Drama|Romance|War,55052,atonement,4.0
Drama|Romance|War,163541,guernica,4.0
Drama|Romance|War,1944,from here to eternity,3.5
Drama|Romance|War,60508,pan tadeusz: the last foray in lithuania,3.0
Drama|Romance|War,5799,exodus,3.0
Drama|Romance|War,83540,"silence of the sea, the",3.0
Drama|Romance|War,74688,dear john,1.5
Drama|Romance|War|Western,266,legends of the fall,4.5
Drama|Romance|Western,4535,"man from snowy river, the",4.0
Drama|Sci-Fi,86320,melancholia,4.75
Drama|Sci-Fi,2010,metropolis,4.65
Drama|Sci-Fi,56022,harrison bergeron,4.5
Drama|Sci-Fi,8914,primer,4.31
Drama|Sci-Fi,55908,"man from earth, the",4.25
Drama|Sci-Fi,3008,last night,4.0
Drama|Sci-Fi,179139,man divided,4.0
Drama|Sci-Fi,192963,ftl,4.0
Drama|Sci-Fi,1301,forbidden planet,3.71
Drama|Sci-Fi,3994,unbreakable,3.4
Drama|Sci-Fi,2117,1984,3.38
Drama|Sci-Fi,247150,stowaway,3.38
Drama|Sci-Fi,1584,contact,3.05
Drama|Sci-Fi,113378,"giver, the",2.0
Drama|Sci-Fi,5410,silent running,2.0
Drama|Sci-Fi,154094,984: prisoner of the future,1.5
Drama|Sci-Fi|IMAX,97752,cloud atlas,4.22
Drama|Sci-Fi|IMAX,110730,transcendence,2.96
Drama|Sci-Fi|Thriller,151695,the survivalist,5.0
Drama|Sci-Fi|Thriller,1253,"day the earth stood still, the",5.0
Drama|Sci-Fi|Thriller,149650,childhood's end,5.0
Drama|Sci-Fi|Thriller,1921,pi,4.92
Drama|Sci-Fi|Thriller,115713,ex machina,4.75
Drama|Sci-Fi|Thriller,143365,the circle,4.5
Drama|Sci-Fi|Thriller,1876,deep impact,4.38
Drama|Sci-Fi|Thriller,1653,gattaca,4.13
Drama|Sci-Fi|Thriller,77780,virtuality,4.0
Drama|Sci-Fi|Thriller,7254,the butterfly effect,3.93
Drama|Sci-Fi|Thriller,6979,wargames,3.88
Drama|Sci-Fi|Thriller,213347,a quiet place part ii,3.6
Drama|Sci-Fi|Thriller,2672,"thirteenth floor, the",3.5
Drama|Sci-Fi|Thriller,194951,bird box,2.5
Drama|Sci-Fi|Thriller,186339,prodigy,1.5
Drama|Sci-Fi|Thriller,257591,risen,1.0
Drama|Sci-Fi|Thriller|IMAX,64497,"day the earth stood still, the",1.92
Drama|Thriller,157699,snowden,5.0
Drama|Thriller,5364,unfaithful,5.0
Drama|Thriller,252180,pig,5.0
Drama|Thriller,91571,coriolanus,5.0
Drama|Thriller,81641,fair game,5.0
Drama|Thriller,226270,the trial of the chicago 7,4.84
Drama|Thriller,5608,das experiment,4.75
Drama|Thriller,46723,babel,4.7
Drama|Thriller,112556,gone girl,4.68
Drama|Thriller,143367,silence,4.62
Drama|Thriller,27821,"interpreter, the",4.5
Drama|Thriller,55276,michael clayton,4.5
Drama|Thriller,196895,serenity,4.5
Drama|Thriller,254366,superior,4.5
Drama|Thriller,44974,hard candy,4.5
Drama|Thriller,229,death and the maiden,4.5
Drama|Thriller,278824,"argentina, 1985",4.5
Drama|Thriller,202415,when angels sleep,4.5
Drama|Thriller,199307,greta,4.5
Drama|Thriller,3006,"insider, the",4.5
Drama|Thriller,184721,first reformed,4.5
Drama|Thriller,6639,wait until dark,4.5
Drama|Thriller,146423,the falling,4.5
Drama|Thriller,82202,"tourist, the",4.5
Drama|Thriller,71838,law abiding citizen,4.5
Drama|Thriller,40583,syriana,4.5
Drama|Thriller,143385,bridge of spies,4.33
Drama|Thriller,149334,nocturnal animals,4.33
Drama|Thriller,48738,"last king of scotland, the",4.29
Drama|Thriller,2939,niagara,4.25
Drama|Thriller,36517,"constant gardener, the",4.19
Drama|Thriller,6440,barton fink,4.14
Drama|Thriller,3510,frequency,4.14
Drama|Thriller,78218,unthinkable,4.0
Drama|Thriller,197207,arctic,4.0
Drama|Thriller,102684,only god forgives,4.0
Drama|Thriller,42176,"ear, the",4.0
Drama|Thriller,45172,23,4.0
Drama|Thriller,99145,"impossible, the",4.0
Drama|Thriller,52458,disturbia,4.0
Drama|Thriller,58301,funny games u.s.,4.0
Drama|Thriller,1483,crash,4.0
Drama|Thriller,54116,first snow,4.0
Drama|Thriller,66198,"international, the",4.0
Drama|Thriller,279762,sanctuary,4.0
Drama|Thriller,90439,margin call,4.0
Drama|Thriller,481,kalifornia,4.0
Drama|Thriller,906,gaslight,4.0
Drama|Thriller,169028,berlin syndrome,4.0
Drama|Thriller,171583,super dark times,4.0
Drama|Thriller,4546,"vanishing, the",3.91
Drama|Thriller,81591,black swan,3.82
Drama|Thriller,80126,"american, the",3.8
Drama|Thriller,224943,i care a lot,3.78
Drama|Thriller,97304,argo,3.76
Drama|Thriller,8973,bad education,3.63
Drama|Thriller,91658,"girl with the dragon tattoo, the",3.58
Drama|Thriller,3409,final destination,3.5
Drama|Thriller,179815,"roman j. israel, esq.",3.5
Drama|Thriller,48909,5 fingers,3.5
Drama|Thriller,49822,"good shepherd, the",3.5
Drama|Thriller,164931,the siege of jadotville,3.5
Drama|Thriller,183613,thoroughbreds,3.5
Drama|Thriller,6281,phone booth,3.5
Drama|Thriller,5528,one hour photo,3.5
Drama|Thriller,204558,the red sea diving resort,3.5
Drama|Thriller,51847,right at your door,3.5
Drama|Thriller,5198,"long good friday, the",3.5
Drama|Thriller,8772,"spy who came in from the cold, the",3.5
Drama|Thriller,195481,dharma guns,3.5
Drama|Thriller,2221,blackmail,3.5
Drama|Thriller,4251,chopper,3.33
Drama|Thriller,180497,the post,3.0
Drama|Thriller,143647,an inspector calls,3.0
Drama|Thriller,138118,call me,3.0
Drama|Thriller,7134,"element of crime, the",3.0
Drama|Thriller,225,disclosure,3.0
Drama|Thriller,8835,paparazzi,3.0
Drama|Thriller,3063,poison ivy,3.0
Drama|Thriller,3755,"perfect storm, the",3.0
Drama|Thriller,436,color of night,2.94
Drama|Thriller,90376,we need to talk about kevin,2.88
Drama|Thriller,125479,the unknown,2.5
Drama|Thriller,90374,martha marcy may marlene,2.5
Drama|Thriller,40614,derailed,2.27
Drama|Thriller,6879,runaway jury,2.0
Drama|Thriller,51080,breach,2.0
Drama|Thriller,111804,jack the ripper,2.0
Drama|Thriller,26064,"bad sleep well, the",2.0
Drama|Thriller,183855,terminal,2.0
Drama|Thriller,6301,straw dogs,1.0
Drama|Thriller,132146,the harvest,1.0
Drama|Thriller,56169,awake,0.5
Drama|Thriller|War,72605,brothers,5.0
Drama|Thriller|War,116797,the imitation game,4.28
Drama|Thriller|War,135528,escape from sobibor,4.0
Drama|Thriller|War,5859,southern comfort,3.5
Drama|Thriller|War,155288,eye in the sky,3.5
Drama|Thriller|War,161,crimson tide,3.15
Drama|Thriller|War,52042,black book,3.14
Drama|Thriller|War,6263,basic,3.0
Drama|War,26131,"battle of algiers, the",5.0
Drama|War,1178,paths of glory,5.0
Drama|War,69849,roots,5.0
Drama|War,30749,hotel rwanda,5.0
Drama|War,26150,andrei rublev,5.0
Drama|War,26246,johnny got his gun,5.0
Drama|War,1222,full metal jacket,4.91
Drama|War,64034,"boy in the striped pajamas, the",4.5
Drama|War,197157,standing in the dust,4.5
Drama|War,72027,korczak,4.5
Drama|War,4008,born on the fourth of july,4.5
Drama|War,43376,sophie scholl: the final days,4.5
Drama|War,118702,unbroken,4.33
Drama|War,1217,ran,4.22
Drama|War,5995,"pianist, the",4.08
Drama|War,163645,hacksaw ridge,4.05
Drama|War,4967,no man's land,4.04
Drama|War,5304,"rome, open city",4.0
Drama|War,7241,kanal,4.0
Drama|War,6438,633 squadron,4.0
Drama|War,26139,in harm's way,4.0
Drama|War,32649,"special day, a",4.0
Drama|War,251900,the forgotten battle,4.0
Drama|War,26049,fires on the plain,4.0
Drama|War,132883,testament of youth,4.0
Drama|War,208703,1917,3.98
Drama|War,527,schindler's list,3.95
Drama|War,1272,patton,3.85
Drama|War,1090,platoon,3.7
Drama|War,3742,battleship potemkin,3.6
Drama|War,163931,billy lynn's long halftime walk,3.5
Drama|War,5425,dark blue world,3.5
Drama|War,25759,october,3.5
Drama|War,64499,che: part one,3.5
Drama|War,1936,mrs. miniver,3.5
Drama|War,3196,stalag 17,3.5
Drama|War,85763,beneath hill 60,3.5
Drama|War,2106,swing kids,3.5
Drama|War,4223,enemy at the gates,3.5
Drama|War,7238,ashes and diamonds,3.5
Drama|War,1507,paradise road,3.5
Drama|War,179817,darkest hour,3.45
Drama|War,31410,downfall,3.3
Drama|War,31973,germany year zero,3.0
Drama|War,6818,come and see,2.57
Drama|War,1263,"deer hunter, the",2.56
Drama|War,8724,"leopard, the",2.5
Drama|War,8337,"caine mutiny, the",2.5
Drama|War,7336,"damned, the",1.5
Drama|War|Western,6422,shenandoah,1.5
Drama|Western,56782,there will be blood,4.5
Drama|Western,1266,unforgiven,4.25
Drama|Western,1283,high noon,4.17
Drama|Western,3365,"searchers, the",3.9
Drama|Western,260243,the power of the dog,3.83
Drama|Western,228563,news of the world,3.0
Fantasy,139195,jim henson's the storyteller,5.0
Fantasy,51573,meshes of the afternoon,4.5
Fantasy,155078,lo chiamavano jeeg robot,4.0
Fantasy,135143,fantastic beasts and where to find them,3.83
Fantasy,233913,de djess,3.5
Fantasy,160690,jeremiah,3.5
Fantasy,263753,caprice,3.5
Fantasy,156767,ghosts before breakfast,3.0
Fantasy,205661,maleficent: mistress of evil,2.5
Fantasy|Horror,25793,vampyr,4.5
Fantasy|Horror,606,candyman: farewell to the flesh,4.5
Fantasy|Horror,7951,nightbreed,4.5
Fantasy|Horror,27778,ginger snaps back: the beginning,4.5
Fantasy|Horror,54171,re-cycle,4.5
Fantasy|Horror,85412,"troll hunter, the",4.08
Fantasy|Horror,5797,"company of wolves, the",4.0
